cod_ibge;municipio;populacao_2000;populacao_2010;populacao_2020;populacao_2030;populacao_2040;populacao_2050;tx_crescimentopop_2000/2010;tx_crescimentopop_2010/2020;tx_crescimentopop_2020/2030;tx_crescimentopop_2030/2040;tx_crescimentopop_2040/2050
3552205;Sorocaba;492.245;585.780;658.547;701.571;715.449;706.857;1,75;1,18;0,63;0,2;-0,12
3552304;Sud Mennucci;7.363;7.434;7.713;7.825;7.817;7.661;0,1;0,37;0,14;-0,01;-0,2
3552403;Sumaré;196.099;240.901;283.212;313.381;329.623;331.716;2,08;1,63;1,02;0,51;0,06
3552502;Suzano;227.917;262.179;291.002;313.762;327.657;333.497;1,41;1,05;0,76;0,43;0,18
3552551;Suzanápolis;2.786;3.378;3.947;4.329;4.536;4.605;1,95;1,57;0,93;0,47;0,15
3552601;Tabapuã;10.488;11.355;11.892;12.038;11.840;11.347;0,8;0,46;0,12;-0,17;-0,42
3552700;Tabatinga;12.967;14.671;15.897;16.775;17.051;16.805;1,24;0,81;0,54;0,16;-0,15
3552809;Taboão da Serra;197.247;244.095;283.871;314.320;335.902;348.470;2,15;1,52;1,02;0,67;0,37
3552908;Taciba;5.216;5.710;6.054;6.296;6.356;6.225;0,91;0,59;0,39;0,09;-0,21
3553005;Taguaí;7.458;10.795;13.319;14.987;16.013;16.660;3,77;2,12;1,19;0,66;0,4
3553104;Taiaçu;5.613;5.892;6.037;6.100;6.039;5.798;0,49;0,24;0,1;-0,1;-0,41
3553203;Taiúva;5.503;5.447;6.278;6.111;5.828;5.454;-0,1;1,43;-0,27;-0,47;-0,66
3553302;Tambaú;22.234;22.405;22.803;23.120;23.058;22.556;0,08;0,18;0,14;-0,03;-0,22
3553401;Tanabi;22.577;24.042;25.105;25.282;24.592;23.287;0,63;0,43;0,07;-0,28;-0,54
3553500;Tapiraí;8.538;8.016;7.699;7.792;7.840;7.730;-0,63;-0,4;0,12;0,06;-0,14
3553609;Tapiratiba;12.931;12.739;12.610;12.520;12.166;11.499;-0,15;-0,1;-0,07;-0,29;-0,56
3553658;Taquaral;2.721;2.726;2.751;2.764;2.727;2.642;0,02;0,09;0,05;-0,13;-0,32
3553708;Taquaritinga;52.013;53.972;54.499;54.469;53.384;51.108;0,37;0,1;-0,01;-0,2;-0,43
3553807;Taquarituba;21.947;22.288;23.193;23.666;23.672;23.307;0,15;0,4;0,2;0;-0,16
3553856;Taquarivaí;4.457;5.145;5.746;6.296;6.653;6.844;1,45;1,11;0,92;0,55;0,28
3553906;Tarabai;5.775;6.600;7.269;7.795;8.043;8.043;1,34;0,97;0,7;0,31;0
3553955;Tarumã;10.731;12.865;14.806;16.131;16.796;16.944;1,83;1,42;0,86;0,4;0,09
3554003;Tatuí;93.235;107.202;120.123;130.009;135.715;137.969;1,41;1,14;0,79;0,43;0,16
3554102;Taubaté;243.783;278.379;307.361;324.754;328.574;322.336;1,34;1;0,55;0,12;-0,19
3554201;Tejupá;5.330;4.813;4.697;4.793;4.841;4.819;-1,02;-0,24;0,2;0,1;-0,05
3554300;Teodoro Sampaio;19.991;21.374;22.414;23.098;23.388;23.053;0,67;0,48;0,3;0,12;-0,14
3554409;Terra Roxa;7.741;8.498;9.121;9.560;9.713;9.635;0,94;0,71;0,47;0,16;-0,08
3554508;Tietê;31.638;36.789;41.073;44.070;45.597;45.735;1,52;1,11;0,71;0,34;0,03
3554607;Timburi;2.732;2.647;2.557;2.484;2.377;2.238;-0,32;-0,35;-0,29;-0,44;-0,6
3554656;Torre de Pedra;2.133;2.253;2.320;2.358;2.335;2.268;0,55;0,29;0,16;-0,1;-0,29
3554706;Torrinha;8.824;9.326;9.713;9.860;9.671;9.236;0,55;0,41;0,15;-0,19;-0,46
3554755;Trabiju;1.380;1.543;1.703;1.821;1.856;1.856;1,12;0,99;0,67;0,19;0
3554805;Tremembé;34.746;40.928;45.978;49.374;50.636;50.351;1,65;1,17;0,72;0,25;-0,06
3554904;Três Fronteiras;5.158;5.425;5.547;5.536;5.396;5.169;0,51;0,22;-0,02;-0,26;-0,43
3554953;Tuiuti;4.947;5.921;6.557;6.884;6.942;6.816;1,81;1,03;0,49;0,08;-0,18
3555000;Tupã;63.288;63.475;62.843;61.401;59.071;55.461;0,03;-0,1;-0,23;-0,39;-0,63
3555109;Tupi Paulista;13.293;14.261;14.878;14.767;14.151;13.321;0,71;0,42;-0,07;-0,43;-0,6
3555208;Turiúba;1.897;1.930;1.912;1.839;1.732;1.586;0,17;-0,09;-0,39;-0,6;-0,88
3555307;Turmalina;2.369;1.981;1.805;1.657;1.495;1.327;-1,77;-0,93;-0,85;-1,02;-1,18
3555356;Ubarana;4.204;5.279;6.066;6.613;6.902;6.978;2,3;1,4;0,87;0,43;0,11
3555406;Ubatuba;66.644;78.693;88.916;96.515;100.330;100.872;1,68;1,23;0,82;0,39;0,05
3555505;Ubirajara;4.156;4.425;4.663;4.843;4.896;4.868;0,63;0,53;0,38;0,11;-0,06
3555604;Uchoa;9.028;9.467;9.683;9.686;9.379;8.834;0,48;0,23;0;-0,32;-0,6
3555703;União Paulista;1.354;1.597;1.739;1.853;1.925;1.955;1,66;0,86;0,64;0,38;0,15
3555802;Urânia;8.822;8.836;8.611;8.302;7.830;7.213;0,02;-0,26;-0,36;-0,58;-0,82
3555901;Uru;1.404;1.252;1.207;1.170;1.125;1.061;-1,14;-0,37;-0,31;-0,39;-0,58
3556008;Urupês;11.825;12.706;13.164;13.240;12.912;12.279;0,72;0,35;0,06;-0,25;-0,5
3556107;Valentim Gentil;8.575;11.013;12.770;13.833;14.177;14.015;2,53;1,49;0,8;0,25;-0,11
3556206;Valinhos;82.817;106.569;124.742;133.638;136.025;132.821;2,55;1,59;0,69;0,18;-0,24
3556305;Valparaíso;18.554;22.539;23.988;24.951;25.368;25.132;1,96;0,63;0,39;0,17;-0,09
3556354;Vargem;6.953;8.784;10.000;10.842;11.027;10.830;2,37;1,3;0,81;0,17;-0,18
3556404;Vargem Grande do Sul;36.247;39.240;41.501;43.048;43.438;42.734;0,8;0,56;0,37;0,09;-0,16
3556453;Vargem Grande Paulista;32.464;42.899;52.762;61.050;67.367;71.933;2,83;2,09;1,47;0,99;0,66
3556503;Várzea Paulista;92.537;106.961;120.535;128.969;132.684;132.008;1,46;1,2;0,68;0,28;-0,05
3556602;Vera Cruz;11.085;10.772;10.524;10.333;10.058;9.559;-0,29;-0,23;-0,18;-0,27;-0,51
3556701;Vinhedo;47.065;63.453;77.521;85.651;88.605;88.232;3,03;2,02;1;0,34;-0,04
3556800;Viradouro;15.933;17.285;18.347;19.030;19.287;19.050;0,82;0,6;0,37;0,13;-0,12
3556909;Vista Alegre do Alto;4.742;6.865;8.014;8.673;8.937;8.880;3,77;1,56;0,79;0,3;-0,06
3556958;Vitória Brasil;1.673;1.736;1.760;1.749;1.690;1.596;0,37;0,14;-0,06;-0,34;-0,57
3557006;Votorantim;95.767;108.695;119.824;127.271;130.246;129.770;1,27;0,98;0,6;0,23;-0,04
3557105;Votuporanga;75.528;84.612;91.760;94.506;92.861;88.475;1,14;0,81;0,3;-0,18;-0,48
3557154;Zacarias;1.947;2.331;2.560;2.678;2.699;2.628;1,82;0,94;0,45;0,08;-0,27
3557204;Chavantes;12.189;12.115;12.223;12.249;12.221;12.040;-0,06;0,09;0,02;-0,02;-0,15
3557303;Estiva Gerbi;8.832;10.033;11.079;11.746;11.864;11.573;1,28;1;0,59;0,1;-0,25
